"analysis_set","n","exact_id_n","secondary_n","small_place_threshold","M_2019_min","M_2019_q05","M_2019_q25","M_2019_median","M_2019_q75","M_2019_q95","M_2019_max","M_2019_mean","M_2022_min","M_2022_q05","M_2022_q25","M_2022_median","M_2022_q75","M_2022_q95","M_2022_max","M_2022_mean","Y_2019_min","Y_2019_q05","Y_2019_q25","Y_2019_median","Y_2019_q75","Y_2019_q95","Y_2019_max","Y_2019_mean","Y_2022_min","Y_2022_q05","Y_2022_q25","Y_2022_median","Y_2022_q75","Y_2022_q95","Y_2022_max","Y_2022_mean","naive_correlation","Sigma_raw_11","Sigma_raw_12","Sigma_raw_21","Sigma_raw_22","Sigma_psd_11","Sigma_psd_12","Sigma_psd_21","Sigma_psd_22","Sigma_stable_11","Sigma_stable_12","Sigma_stable_21","Sigma_stable_22","min_eigen_raw","lambda_n","projection_active","floor_active","latent_correlation","reliability_2019","reliability_2022","attenuation_factor","fitted_attenuated_correlation","analytic_se_fisher","analytic_ci_lower","analytic_ci_upper","latent_minus_naive","relative_attenuation","difference_from_primary","state_counts","match_route_counts","pearson_M2019_Y2019","pearson_M2019_Y2022","pearson_M2022_Y2019","pearson_M2022_Y2022","spearman_M2019_Y2019","spearman_M2019_Y2022","spearman_M2022_Y2019","spearman_M2022_Y2022"
"exact_id_only",6860,6860,0,488.404708161555,14,165.95,513.75,1060.5,1582.25,2272,3945,1099.42711370262,13,161,469,900,1340.25,1899.05,3110,939.891545189504,0,0.098153494526645,0.212037178637576,0.312967290983651,0.420133017817845,0.563374301970036,0.75796178343949,0.319285995312235,0.0111111111111111,0.0848176452784504,0.19042450866279,0.297818891707626,0.41025641025641,0.514110820944583,0.750320102432778,0.300184670080122,0.89810575984407,0.0199111525976894,0.0172310463639305,0.0172310463639305,0.0178722558448881,0.0199111525976894,0.0172310463639305,0.0172310463639305,0.0178722558448881,0.0199111525976894,0.0172310463639305,0.0172310463639305,0.0178722558448881,0.00163052715284793,2.12496493807852e-08,FALSE,FALSE,0.913426830520383,0.984664772226522,0.981790971987249,0.983226822155437,0.898105759844069,0.0139181925021877,0.908793702611677,0.917834734269166,0.0153210706763125,0.0167731778445615,0.000199104269778982,"ACT=103|NSW=2330|NT=38|QLD=1241|SA=615|TAS=275|VIC=1568|WA=690","EXACT_ID=6860",0.308698662092601,0.328379202214814,0.306033446417584,0.320992196098067,0.345107416100213,0.359977016332706,0.335756238111333,0.347437361159329
