"clustering_year","states","divisions_by_state","total_unique_divisions","planned_replicates","valid_replicates","invalid_replicates","nonfinite_count","bootstrap_mean_correlation","bootstrap_median_correlation","bootstrap_sd_fisher","minimum_bootstrap_rows","median_bootstrap_rows","maximum_bootstrap_rows","projection_activation_count","floor_activation_count","quantile_type","ci_lower","ci_upper","ci_width","booth_bootstrap_ci_width","cluster_to_booth_ci_width_ratio","primary_point_inside_interval","primary_point_reference","analytic_ci_reference","booth_bootstrap_ci_reference","master_seed","worker_count"
2019,8,"ACT=3|NSW=47|NT=2|QLD=30|SA=10|TAS=5|VIC=38|WA=16",151,4999,4999,0,0,0.9129107288532,0.913297303277839,0.0518652892198627,6192,6864,7736,0,0,8,0.894847521364858,0.928633240829915,0.0337857194650574,0.00893609200000001,3.78081598366012,TRUE,0.913227726,"0.908574287|0.917654531","0.908676730|0.917612822",20260909,4
