"analysis_set","n","exact_id_n","secondary_n","small_place_threshold","M_2019_min","M_2019_q05","M_2019_q25","M_2019_median","M_2019_q75","M_2019_q95","M_2019_max","M_2019_mean","M_2022_min","M_2022_q05","M_2022_q25","M_2022_median","M_2022_q75","M_2022_q95","M_2022_max","M_2022_mean","Y_2019_min","Y_2019_q05","Y_2019_q25","Y_2019_median","Y_2019_q75","Y_2019_q95","Y_2019_max","Y_2019_mean","Y_2022_min","Y_2022_q05","Y_2022_q25","Y_2022_median","Y_2022_q75","Y_2022_q95","Y_2022_max","Y_2022_mean","naive_correlation","Sigma_raw_11","Sigma_raw_12","Sigma_raw_21","Sigma_raw_22","Sigma_psd_11","Sigma_psd_12","Sigma_psd_21","Sigma_psd_22","Sigma_stable_11","Sigma_stable_12","Sigma_stable_21","Sigma_stable_22","min_eigen_raw","lambda_n","projection_active","floor_active","latent_correlation","reliability_2019","reliability_2022","attenuation_factor","fitted_attenuated_correlation","analytic_se_fisher","analytic_ci_lower","analytic_ci_upper","latent_minus_naive","relative_attenuation","difference_from_primary","state_counts","match_route_counts","pearson_M2019_Y2019","pearson_M2019_Y2022","pearson_M2022_Y2019","pearson_M2022_Y2022","spearman_M2019_Y2019","spearman_M2019_Y2022","spearman_M2022_Y2019","spearman_M2022_Y2022"
"M_at_least_20",6872,6858,14,488.404708161555,29,165.55,511,1059.5,1581,2269.8,3945,1098.20314318976,20,159,466,899.5,1339,1899,3110,938.698632130384,0,0.0981896362839614,0.212121212121212,0.313175593025815,0.420133017817845,0.563267140048189,0.75796178343949,0.319389212054137,0.0111111111111111,0.0847873789346247,0.190466024155178,0.297867754057332,0.410249422331544,0.514100051895993,0.750320102432778,0.300178673678808,0.898214576919315,0.0198947015880338,0.0172210297441215,0.0172210297441215,0.017860443541773,0.0198947015880338,0.0172210297441215,0.0172210297441215,0.017860443541773,0.0198947015880338,0.0172210297441215,0.0172210297441215,0.017860443541773,0.00162653152682078,2.11755011987028e-08,FALSE,FALSE,0.913575159223547,0.984755946346193,0.981619147606046,0.983186296005155,0.898214576919319,0.0138849085719483,0.90896092959125,0.917965571052575,0.0153605823042315,0.0168137039948488,0.000347432972942818,"ACT=103|NSW=2340|NT=38|QLD=1240|SA=615|TAS=275|VIC=1570|WA=691","EXACT_ID=6858|UNIQUE_NAME_COORD=14",0.30721775499146,0.328002309590699,0.304130631116891,0.320225257107047,0.343184766711535,0.359485290198129,0.33325089063313,0.346343698176331
