"clustering_year","states","divisions_by_state","total_unique_divisions","planned_replicates","valid_replicates","invalid_replicates","nonfinite_count","bootstrap_mean_correlation","bootstrap_median_correlation","bootstrap_sd_fisher","minimum_bootstrap_rows","median_bootstrap_rows","maximum_bootstrap_rows","projection_activation_count","floor_activation_count","quantile_type","ci_lower","ci_upper","ci_width","booth_bootstrap_ci_width","cluster_to_booth_ci_width_ratio","primary_point_inside_interval","primary_point_reference","analytic_ci_reference","booth_bootstrap_ci_reference","master_seed","worker_count"
2022,8,"ACT=3|NSW=47|NT=2|QLD=30|SA=10|TAS=5|VIC=39|WA=15",151,4999,4999,0,0,0.913040054014085,0.913488991384042,0.0512031291709348,6229,6866,7647,0,0,8,0.89508374988901,0.928595232351333,0.0335114824623227,0.00893609200000001,3.75012728856447,TRUE,0.913227726,"0.908574287|0.917654531","0.908676730|0.917612822",20260909,4
