"analysis_set","n","exact_id_n","secondary_n","small_place_threshold","M_2019_min","M_2019_q05","M_2019_q25","M_2019_median","M_2019_q75","M_2019_q95","M_2019_max","M_2019_mean","M_2022_min","M_2022_q05","M_2022_q25","M_2022_median","M_2022_q75","M_2022_q95","M_2022_max","M_2022_mean","Y_2019_min","Y_2019_q05","Y_2019_q25","Y_2019_median","Y_2019_q75","Y_2019_q95","Y_2019_max","Y_2019_mean","Y_2022_min","Y_2022_q05","Y_2022_q25","Y_2022_median","Y_2022_q75","Y_2022_q95","Y_2022_max","Y_2022_mean","naive_correlation","Sigma_raw_11","Sigma_raw_12","Sigma_raw_21","Sigma_raw_22","Sigma_psd_11","Sigma_psd_12","Sigma_psd_21","Sigma_psd_22","Sigma_stable_11","Sigma_stable_12","Sigma_stable_21","Sigma_stable_22","min_eigen_raw","lambda_n","projection_active","floor_active","latent_correlation","reliability_2019","reliability_2022","attenuation_factor","fitted_attenuated_correlation","analytic_se_fisher","analytic_ci_lower","analytic_ci_upper","latent_minus_naive","relative_attenuation","difference_from_primary","state_counts","match_route_counts","pearson_M2019_Y2019","pearson_M2019_Y2022","pearson_M2022_Y2019","pearson_M2022_Y2022","spearman_M2019_Y2019","spearman_M2019_Y2022","spearman_M2022_Y2019","spearman_M2022_Y2022"
"small_place_lower_quartile_ties_included",1719,1707,12,488.404708161555,14,102.9,181,276,389,513.2,1952,293.751599767307,13,90.9,174,263,361,466,1710,272.113438045375,0,0.0646148782093483,0.131825538802283,0.214953271028037,0.323128656175331,0.487796093224845,0.690420560747664,0.237307479742894,0.0111111111111111,0.0555555555555556,0.123069612734616,0.187192118226601,0.297905532283692,0.458489246371743,0.634259259259259,0.219267402224566,0.871203160632976,0.0167551617715984,0.014486509597204,0.014486509597204,0.0150983927650677,0.0167551617715984,0.014486509597204,0.014486509597204,0.0150983927650677,0.0167551617715984,0.014486509597204,0.014486509597204,0.0150983927650677,0.00141660217651788,3.3841394184221e-07,FALSE,FALSE,0.91080223240621,0.959679061848864,0.953377047922877,0.956522864828053,0.871203160632975,0.03561292289595,0.898119883343186,0.921970743667567,0.0395990717732346,0.0434771351719456,-0.00242549384439372,"ACT=18|NSW=569|NT=5|QLD=349|SA=174|TAS=106|VIC=351|WA=147","EXACT_ID=1707|UNIQUE_NAME_COORD=12",0.274644713880482,0.273894433972186,0.182461211126912,0.188468863122352,0.293783671839225,0.3074211252564,0.212865142606083,0.229186929224466
