"scenario_id","n","method","B_total","B_valid","truth","mean_estimate","bias","mcse_bias","empirical_sd","mcse_empirical_sd","rmse","mcse_rmse","median_absolute_error","mcse_median_absolute_error","coverage","mcse_coverage","mean_interval_length","mcse_mean_interval_length","lower_noncoverage","mcse_lower_noncoverage","upper_noncoverage","mcse_upper_noncoverage","mean_estimated_se_fisher","mcse_mean_estimated_se_fisher","empirical_sd_fisher","se_fisher_to_empirical_fisher_sd_ratio","projection_rate","negative_variance_rate"
"S4",50,"proposed",5000,5000,-0.554700196225229,-0.5744602650743,-0.0197600688490705,0.0037223636352762,0.263210856854601,0.00282632174620061,0.263925291505039,0.00273587583664615,0.184275438040652,0.00295815901390386,0.9654,0.0025846794772273,1.14506775908636,0.00587599481542046,0.0346,0.0025846794772273,0,0,0.829058376032491,0.015830622111406,0.543377978116501,1.52574894350014,0.0778,0.0032
"S4",50,"naive",5000,5000,-0.554700196225229,-0.280180794113397,0.274519402111832,0.00188094324641507,0.133002772456714,0.00135881409230971,0.305036230093269,0.0018239979240643,0.268923349112033,0.00206593754252661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0778,0.0032
"S4",50,"raw",5000,4984,-0.554700196225229,-0.598156226894145,-0.0434560306689154,0.00513683527902512,0.362647473715514,0.0373210543321225,0.365205736150267,0.0373919008856788,0.1840600616559,0.00291149294550755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0778,0.0032
"S4",50,"oracle_sample",5000,5000,-0.554700196225229,-0.55014204377534,0.00455815244988922,0.00143086538470157,0.101177461648758,0.0011437498245213,0.101269976417955,0.00117076868086832,0.0666992484407745,0.00105173776393898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0778,0.0032
"S4",100,"proposed",5000,5000,-0.554700196225229,-0.567095676454489,-0.0123954802292599,0.00263481952369862,0.186309875241,0.00182774644188352,0.186703174232547,0.0018249484507957,0.125707894511154,0.00202584058884574,0.9666,0.00254104073166882,0.768953013141905,0.00405760803992647,0.0334,0.00254104073166882,0,0,0.516220786842366,0.0205538125073511,0.406714394182047,1.26924641524072,0.013,2e-04
"S4",100,"naive",5000,5000,-0.554700196225229,-0.280614160636111,0.274086035589118,0.00131360917379987,0.0928861954622748,0.000916488304191217,0.289394669341634,0.00129150053361279,0.273144828757091,0.00171198152910122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.013,2e-04
"S4",100,"raw",5000,4999,-0.554700196225229,-0.568721995850107,-0.0140217996248778,0.00270639144604949,0.191351636370296,0.00225487372461785,0.191845602117043,0.00228161851737373,0.12570641811817,0.00206370908314335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.013,2e-04
"S4",100,"oracle_sample",5000,5000,-0.554700196225229,-0.550958236842352,0.00374195938287689,0.000993713357209164,0.070266145343825,0.000742279329418317,0.0703586950935444,0.000757712689084009,0.0476902084939,0.000909852600998958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.013,2e-04
"S4",250,"proposed",5000,5000,-0.554700196225229,-0.559078849638925,-0.00437865341369625,0.00161910243464453,0.11448783109728,0.00121343680373114,0.1145600915781,0.00121308599429832,0.0741489222999909,0.0012918327307934,0.9634,0.00265557677350891,0.439782400905374,0.000990335765756173,0.0346,0.0025846794772273,0.002,0.000631822759957253,0.190229931854082,0.0125291425205941,0.190155389838895,1.00039200579721,4e-04,0
"S4",250,"naive",5000,5000,-0.554700196225229,-0.282680490900615,0.272019705324615,0.000821646190546572,0.0580991593071575,0.000598842113508829,0.278153837461621,0.000822270657847468,0.271145060931668,0.00109050369076125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4e-04,0
"S4",250,"raw",5000,5000,-0.554700196225229,-0.559117727772239,-0.00441753154700963,0.001621549311744,0.114660851436256,0.00127159926207246,0.114734458707424,0.00127211379141734,0.0741489222999908,0.00134945853261593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4e-04,0
"S4",250,"oracle_sample",5000,5000,-0.554700196225229,-0.553902757509452,0.000797438715777504,0.000628393974887776,0.0444341640899915,0.000465021411045074,0.0444368762166518,0.000466835172640885,0.0296960101499774,0.000457872541278178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4e-04,0
"S4",500,"proposed",5000,5000,-0.554700196225229,-0.557142197895881,-0.00244200167065147,0.00109957615865813,0.077751775821822,0.000819323885531713,0.0777823434198124,0.000817388957233036,0.0518314544482389,0.000862794018865343,0.9582,0.00283029185774188,0.307523186553272,0.000373060175487958,0.0292,0.00238106530779817,0.0126,0.00157741814367656,0.116523779228743,0.000249018149701081,0.116089975765254,1.0037367865798,0,0
"S4",500,"naive",5000,5000,-0.554700196225229,-0.283168703203503,0.271531493021726,0.000570433238328285,0.0403357211036132,0.00042320704591821,0.274510467387815,0.00057354419947065,0.270382706937017,0.000648022644862337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"S4",500,"raw",5000,5000,-0.554700196225229,-0.557142197895881,-0.00244200167065147,0.00109957615865813,0.077751775821822,0.000804923872658841,0.0777823434198124,0.000803502700616363,0.0518314544482389,0.000847929786496191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"S4",500,"oracle_sample",5000,5000,-0.554700196225229,-0.554192798212079,0.000507398013149988,0.000433943727110165,0.0306844552092962,0.00030118252526921,0.0306855819087199,0.00030158232726005,0.0208058882709067,0.000296258185371456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"S5",50,"proposed",5000,5000,0,-0.000813925593894873,-0.000813925593894873,0.00351709177319265,0.248695944287994,0.00264850682517636,0.248672405476821,0.00264891119664056,0.166564045489034,0.0031918851452728,0.9496,0.00309385972532693,0.83570140520121,0.00232300965126295,0.0242,0.00217321697030002,0.0262,0.00225891832521674,0.255103752302447,0.00329077072230705,0.276268405562095,0.923390974742165,0.0018,0.0012
"S5",50,"naive",5000,5000,0,-9.75385081284026e-05,-9.75385081284026e-05,0.0020196221476436,0.142808851603333,0.00138481842949259,0.142794603316806,0.00138512230511067,0.0973753158733456,0.00195740956151873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0018,0.0012
"S5",50,"raw",5000,4994,0,-0.000785176515576068,-0.000785176515576068,0.00351687048572958,0.248531043933949,0.00266428408894835,0.248507400137392,0.00266278033138887,0.166411890989876,0.00315663159508799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0018,0.0012
"S5",50,"oracle_sample",5000,5000,0,-0.00255952632165828,-0.00255952632165828,0.00204883180112767,0.144874286008803,0.0014278773488675,0.144882408213704,0.00142618549138895,0.0991227639674565,0.00143531523554956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0018,0.0012
"S5",100,"proposed",5000,5000,0,-0.00171496070466107,-0.00171496070466107,0.00237747653628306,0.168112978091766,0.00176117520257639,0.168104913962741,0.00176115536809224,0.111743286327664,0.00198324951482275,0.945,0.0032241277890307,0.606229097980911,0.0010325213941605,0.0248,0.00219931625738546,0.0302,0.00242024626846112,0.164702287510243,0.000325543291515931,0.1737391391417,0.947986091814999,0,0
"S5",100,"naive",5000,5000,0,-0.00111221612038537,-0.00111221612038537,0.00142292844321076,0.100616235133755,0.00101214703249076,0.100612320676123,0.00101197076269668,0.0676105520652259,0.00133397329854397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"S5",100,"raw",5000,5000,0,-0.00171496070466107,-0.00171496070466107,0.00237747653628306,0.168112978091766,0.00173704245016385,0.168104913962741,0.00173559534268633,0.111743286327664,0.00189554707781683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"S5",100,"oracle_sample",5000,5000,0,-0.00140205038113745,-0.00140205038113745,0.00143112377007765,0.101195732253916,0.00102522711977669,0.10119532526966,0.00102514032092536,0.068849930653021,0.00113230556790101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"S5",250,"proposed",5000,5000,0,-0.000495285191298886,-0.000495285191298886,0.00148103480292445,0.104724975232116,0.00102521417167625,0.104715673519777,0.0010242479097625,0.071322533756831,0.00123411727571183,0.946,0.00319637294444813,0.393337571170626,0.000415927919616797,0.0272,0.00230044169671826,0.0268,0.00228393344911799,0.102824666196072,0.000113668550757194,0.105911671300258,0.970853022464033,0,0
"S5",250,"naive",5000,5000,0,-0.000298268733382765,-0.000298268733382765,0.00090258460250415,0.0638223693025249,0.000632031138866254,0.0638166837798746,0.000631488738969646,0.0439067391568334,0.000723664866173896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"S5",250,"raw",5000,5000,0,-0.000495285191298885,-0.000495285191298885,0.00148103480292445,0.104724975232116,0.0010365525630383,0.104715673519777,0.00103592054079143,0.071322533756831,0.00123065957278196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"S5",250,"oracle_sample",5000,5000,0,0.000218812676823521,0.000218812676823521,0.000916988589606518,0.0648408849981457,0.000638146455015779,0.0648347698249699,0.000638216902969716,0.0440322594262538,0.000773606112862452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"S5",500,"proposed",5000,5000,0,-0.000227318445529447,-0.000227318445529447,0.00102723960430859,0.0726368090109993,0.000713554842611711,0.0726299007005476,0.000713703457550488,0.0490065395655485,0.000824668277460002,0.9502,0.00307636018697421,0.28092125462056,0.000208672655160808,0.0236,0.00214676687136727,0.0262,0.00225891832521674,0.0725288981143389,5.49015416966557e-05,0.0730238603974641,0.993221910202623,0,0
"S5",500,"naive",5000,5000,0,-0.000174693797575808,-0.000174693797575808,0.000628986453186205,0.0444760586322441,0.000440003003982661,0.0444719539195596,0.000439668020156484,0.0301920576322123,0.000473776304316563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"S5",500,"raw",5000,5000,0,-0.000227318445529445,-0.000227318445529445,0.00102723960430859,0.0726368090109993,0.000709191115778046,0.0726299007005476,0.000708851499281436,0.0490065395655485,0.000814930482445733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
