"bootstrap_replicates","valid_replicates","invalid_replicates","quantile_type","rho_min","rho_q025","rho_q25","rho_median","rho_mean","rho_q75","rho_q975","rho_max","bootstrap_ci_lower","bootstrap_ci_upper","projection_count","floor_count","deterministic_small_states","primary_point_estimate","analytic_ci_lower","analytic_ci_upper"
4999,4999,0,8,0.905449296141499,0.908676730467168,0.911771032258642,0.91329503833791,0.913264245233125,0.914821025982378,0.917612822343184,0.921093750899244,0.908676730473078,0.917612822356842,0,0,"NONE",0.913227726250604,0.908574287430695,0.917654530693652
